id,Label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn_per_week,swapOut_per_week,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,token_burn_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
0x280d6327efd88cbe99ea42f6927f53b5dbfe0656,True,0.9859829996185185,0.0,0.111111111,0.888888889,0.0,0.0,0.18992789,0.0,6.90188099732963,0.9859829996185185,3.5,100.0,0.0,1.001133144761905,0.0,0.0,2.8e-05,11
0x619136ccac89e49c453a3fdcd904d9a0b49a63d6,True,0.9992746667019146,0.0,0.1,0.9,0.0,0.0,0.30523918,0.0,3.9970986668076582,4.996373333509573,0.666666667,100.0,0.0,1.0006800409523808,0.0,0.0,226.52491415102892,1
0x6288131a9e48ce16692a7bf427603a5ade0a1b0a,True,0.9991888199229793,0.0,0.166666667,0.833333333,0.0,0.0,0.702647658,0.0,3.996755279691917,0.9991888199229793,2.0,100.0,0.0,1.0002720714285716,0.0,0.0,0.0,1
0xd997d502f928ed533b3c61a32bbafc495820ef71,True,0.999791710060404,0.0,0.25,0.75,0.0,0.0,0.349206349,0.0,2.999375130181212,0.0,3.0,100.0,0.0,0.9988655695238094,0.0,0.0,0.0,1
0x6840f34179229200482bb30ffd65666c9b259f3b,True,0.9876833534201475,0.0,0.142857143,0.857142857,0.0,0.0,0.43887563,0.0,5.926100120520885,0.0,6.0,100.0,0.0,0.9988655695238094,0.0,0.0,0.0,1
0x48326c45d88825c7ce2b71bdf2a682877f5faeee,True,0.9835825628765886,0.0,0.023809524,0.976190476,0.0,0.0,0.252204061,0.0,32.45822457492743,7.868660503012709,3.666666667,100.0,0.0,0.9988655695238094,0.0,0.0,1.4483333333333333,1
0xae534ea39dc933e4774c7d4ae9844250a8a216cf,True,0.998090623592103,0.0,0.166666667,0.833333333,0.0,0.0,0.346585998,0.0,4.990453117960515,0.0,5.0,100.0,0.0,1.0033459182692308,0.0,0.0,0.11596550101999999,26
0x2e423ce3e136c844d412dbcc87193f5c65f2e3f3,True,6.900416578019956,0.0,0.181818182,0.818181818,0.0,0.008868328,0.01150685,0.0,17.453994873815184,13.597879727274618,1.264705882,100.0,0.0,1.0015705125,0.0,0.0,1.5e-13,1
0xc972267dbb9f7f3535f99ccfa91c82ae4a9d61e5,True,0.9994645725504194,0.0,0.142857143,0.857142857,0.0,0.0,0.438271605,0.0,2.998393717651258,2.998393717651258,0.75,100.0,0.0,0.14602865828651684,0.8545807803370787,0.0,-4.7721858888888884e-05,1
0x4d67fd76594c90a4864b37cd575f5b868863f8ec,True,0.9982405350357999,0.0,0.142857143,0.857142857,0.0,0.0,0.383677298,0.0,5.9894432102148,0.0,6.0,100.0,0.0,0.9992600817307693,0.0,0.0,0.0,1
0xea74509040d58a099bf6187613079a6d4e733d5e,True,0.8939842311114791,0.0,0.066666667,0.933333333,0.0,0.0,0.223697053,0.0,12.515779235560707,0.0,14.0,100.0,0.0,0.9992600817307693,0.0,0.0,0.1,8
